Gemeinde;Straﬂenschl¸ssel;Straﬂenname;Hausnummer;BP Position (ETRS89_UTM32 (mm));BP Kennzeichen (ETRS89_UTM32 (mm))
Stadt Flensburg;00143;Eiderstraﬂe;40;529726201.000,6072529398.000 ;529725194.000,6072531890.000 
Stadt Flensburg;00143;Eiderstraﬂe;34;529690432.000,6072526522.000 ;529689065.000,6072528506.000 
Stadt Flensburg;00545;Schleibogen;;529807691.000,6072722502.000 ;529802205.000,6072725443.000 
Stadt Flensburg;00325;Kielseng;;528590856.000,6073023889.000 ;528588526.000,6073025699.000 
Stadt Flensburg;00325;Kielseng;;528571922.000,6072995591.000 ;528569259.000,6072996843.000 
Stadt Flensburg;00325;Kielseng;;528555650.000,6072959155.000 ;528552743.000,6072960421.000 
Stadt Flensburg;00325;Kielseng;;528541013.000,6072923036.000 ;528537796.000,6072924272.000 
Stadt Flensburg;00325;Kielseng;;528527106.000,6072888764.000 ;528523911.000,6072890066.000 
Stadt Flensburg;00325;Kielseng;;528509990.000,6072846624.000 ;528505966.000,6072844306.000 
Stadt Flensburg;00325;Kielseng;;528495878.000,6072811896.000 ;528493186.000,6072813366.000 
Stadt Flensburg;00325;Kielseng;;528480073.000,6072773003.000 ;528477810.000,6072774344.000 
Stadt Flensburg;00325;Kielseng;;528474876.000,6072798922.000 ;528474550.000,6072800580.000 
Stadt Flensburg;00325;Kielseng;;528488594.000,6072835405.000 ;528488582.000,6072836609.000 
Stadt Flensburg;00325;Kielseng;;528504231.000,6072873290.000 ;528505463.000,6072872309.000 
Stadt Flensburg;00325;Kielseng;;528520075.000,6072912190.000 ;528520492.000,6072913908.000 
Stadt Flensburg;00325;Kielseng;;528533109.000,6072945728.000 ;528532919.000,6072947013.000 
Stadt Flensburg;00325;Kielseng;;528548885.000,6072984027.000 ;528550512.000,6072982952.000 
Stadt Flensburg;00325;Kielseng;;528570589.000,6073019982.000 ;528570366.000,6073021333.000 
Stadt Flensburg;00325;Kielseng;;528588744.000,6073044174.000 ;528589639.000,6073042943.000 
Stadt Flensburg;00325;Kielseng;;528612012.000,6073046848.000 ;528610371.000,6073048112.000 
Stadt Flensburg;00325;Kielseng;;528640116.000,6073069230.000 ;528639682.000,6073070797.000 
Stadt Flensburg;00039;Am Volkspark;;528925660.000,6072166370.000 ;528921340.000,6072163552.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528242045.000,6072208174.000 ;528242822.000,6072207246.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528188181.000,6072231679.000 ;528182146.000,6072231129.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528196511.000,6072192678.000 ;528190216.000,6072192206.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528209936.000,6072157820.000 ;528206060.000,6072162277.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528216333.000,6072117169.000 ;528208984.000,6072114955.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528227334.000,6072076195.000 ;528220744.000,6072075504.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528236552.000,6072040743.000 ;528237898.000,6072040259.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528222671.000,6072017252.000 ;528223671.000,6072016761.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528216962.000,6072053666.000 ;528218019.000,6072053178.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528208140.000,6072088552.000 ;528209238.000,6072088081.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528196979.000,6072129451.000 ;528198061.000,6072128781.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528185316.000,6072169000.000 ;528186664.000,6072168591.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528174861.000,6072212926.000 ;528174580.000,6072214179.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528169304.000,6072244401.000 ;528170262.000,6072243805.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528897111.000,6072053189.000 ;528893525.000,6072054353.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528904443.000,6072112323.000 ;528903991.000,6072108872.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528886875.000,6072021705.000 ;528889043.000,6072020985.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528909435.000,6072078575.000 ;528911672.000,6072077965.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528911506.000,6072084265.000 ;528913213.000,6072082146.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;;528920204.000,6072102696.000 ;528915242.000,6072104089.000 
Stadt Flensburg;00325;Kielseng;;528613895.000,6073066882.000 ;528616377.000,6073066435.000 
Stadt Flensburg;00325;Kielseng;;528652454.000,6073093157.000 ;528647652.000,6073089847.000 
Stadt Flensburg;00325;Kielseng;;528678166.000,6073089693.000 ;528678065.000,6073091802.000 
Stadt Flensburg;00325;Kielseng;;528713556.000,6073107202.000 ;528713325.000,6073109182.000 
Stadt Flensburg;00325;Kielseng;;528749206.000,6073124738.000 ;528749625.000,6073126587.000 
Stadt Flensburg;00325;Kielseng;;528785505.000,6073142635.000 ;528778753.000,6073141627.000 
Stadt Flensburg;00325;Kielseng;;528821802.000,6073160558.000 ;528821961.000,6073162537.000 
Stadt Flensburg;00325;Kielseng;;528857712.000,6073178136.000 ;528857871.000,6073179985.000 
Stadt Flensburg;00325;Kielseng;;528893173.000,6073195494.000 ;528893462.000,6073197083.000 
Stadt Flensburg;00325;Kielseng;;528689862.000,6073111857.000 ;528691173.000,6073111268.000 
Stadt Flensburg;00325;Kielseng;;528724969.000,6073129024.000 ;528720250.000,6073125669.000 
Stadt Flensburg;00325;Kielseng;;528760961.000,6073146436.000 ;528756193.000,6073143093.000 
Stadt Flensburg;00325;Kielseng;;528797818.000,6073164377.000 ;528799075.000,6073164315.000 
Stadt Flensburg;00325;Kielseng;;528833732.000,6073181955.000 ;528830875.000,6073179564.000 
Stadt Flensburg;00325;Kielseng;;528869180.000,6073199304.000 ;528870282.000,6073198621.000 
Stadt Flensburg;00279;Industriekai;;528366871.000,6073096904.000 ;528367114.000,6073098265.000 
Stadt Flensburg;00279;Industriekai;;528349722.000,6073049959.000 ;528349439.000,6073047010.000 
Stadt Flensburg;00279;Industriekai;;528332056.000,6073001599.000 ;528333138.000,6073002742.000 
Stadt Flensburg;00279;Industriekai;;528315234.000,6072955600.000 ;528316217.000,6072956604.000 
Stadt Flensburg;00279;Industriekai;;528282258.000,6072865480.000 ;528283170.000,6072866545.000 
Stadt Flensburg;00279;Industriekai;;528298749.000,6072910539.000 ;528299746.000,6072911673.000 
Stadt Flensburg;00279;Industriekai;;528249923.000,6072777087.000 ;528249344.000,6072774659.000 
Stadt Flensburg;00279;Industriekai;;528266098.000,6072821281.000 ;528265714.000,6072818944.000 
Stadt Flensburg;00241;Harniskai;9;528180483.000,6072775951.000 ;528182372.000,6072774996.000 
Stadt Flensburg;00241;Harniskai;;528266941.000,6073012249.000 ;528269417.000,6073011489.000 
Stadt Flensburg;00241;Harniskai;;528249018.000,6072963188.000 ;528243629.000,6072965518.000 
Stadt Flensburg;00241;Harniskai;5;528231931.000,6072917042.000 ;528228610.000,6072918992.000 
Stadt Flensburg;00241;Harniskai;;528212975.000,6072865977.000 ;528210223.000,6072867925.000 
Stadt Flensburg;00241;Harniskai;;528199489.000,6072830717.000 ;528196292.000,6072832429.000 
Stadt Flensburg;00241;Harniskai;;528198817.000,6072965647.000 ;528198377.000,6072962405.000 
Stadt Flensburg;00241;Harniskai;;528188856.000,6072938537.000 ;528190057.000,6072937502.000 
Stadt Flensburg;00241;Harniskai;;528195167.000,6072955874.000 ;528195530.000,6072953338.000 
Stadt Flensburg;00241;Harniskai;;528154373.000,6072800666.000 ;528151023.000,6072803529.000 
Stadt Flensburg;00241;Harniskai;10;528143296.000,6072804986.000 ;528141162.000,6072802571.000 
Stadt Flensburg;00241;Harniskai;;528140954.000,6072808329.000 ;528142049.000,6072807723.000 
Stadt Flensburg;00241;Harniskai;;528147669.000,6072826465.000 ;528148693.000,6072825863.000 
Stadt Flensburg;00241;Harniskai;;528154452.000,6072844790.000 ;528155562.000,6072844031.000 
Stadt Flensburg;00241;Harniskai;;528161203.000,6072863026.000 ;528162465.000,6072862197.000 
Stadt Flensburg;00241;Harniskai;;528167954.000,6072881259.000 ;528168017.000,6072878884.000 
Stadt Flensburg;00081;Blasberg;;528856768.000,6072720102.000 ;528853764.000,6072717509.000 
Stadt Flensburg;00081;Blasberg;;528820875.000,6072747214.000 ;528818295.000,6072744291.000 
Stadt Flensburg;00081;Blasberg;;528897820.000,6072689093.000 ;528891845.000,6072689233.000 
Stadt Flensburg;00081;Blasberg;;528733206.000,6072757751.000 ;528732033.000,6072754910.000 
Stadt Flensburg;00081;Blasberg;;528782099.000,6072752321.000 ;528782244.000,6072754224.000 
Stadt Flensburg;00279;Industriekai;;528232588.000,6072728913.000 ;528233829.000,6072728053.000 
Stadt Flensburg;00325;Kielseng;;528353665.000,6072575013.000 ;528351948.000,6072578226.000 
Stadt Flensburg;00325;Kielseng;;528378572.000,6072598139.000 ;528379836.000,6072595674.000 
Stadt Flensburg;00325;Kielseng;;528325742.000,6072549332.000 ;528321317.000,6072551322.000 
Stadt Flensburg;00325;Kielseng;;528297640.000,6072523847.000 ;528294302.000,6072525800.000 
Stadt Flensburg;00325;Kielseng;;528300933.000,6072548453.000 ;528302046.000,6072548605.000 
Stadt Flensburg;00325;Kielseng;;528328458.000,6072574400.000 ;528329559.000,6072574438.000 
Stadt Flensburg;00325;Kielseng;;528271971.000,6072520884.000 ;528273330.000,6072521407.000 
Stadt Flensburg;00325;Kielseng;;528459949.000,6072761090.000 ;528461255.000,6072761144.000 
Stadt Flensburg;00325;Kielseng;;528400932.000,6072618644.000 ;528395612.000,6072616238.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528951559.000,6072165771.000 ;528945822.000,6072165320.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528936801.000,6072137007.000 ;528938132.000,6072134971.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528967520.000,6072195338.000 ;528970031.000,6072194290.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;28;528965931.000,6072173284.000 ;528967053.000,6072174609.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528984502.000,6072223457.000 ;528978470.000,6072222755.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;529003671.000,6072253438.000 ;528997780.000,6072252926.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528974072.000,6072161087.000 ;528974950.000,6072162936.000 
Stadt Flensburg;00420;M¸rwiker Straﬂe;26;528987655.000,6072158564.000 ;528986594.000,6072154504.000 
Stadt Flensburg;00066;Ballastkai;;528113863.000,6072443723.000 ;528097849.000,6072439579.000 
Stadt Flensburg;00066;Ballastkai;;528104655.000,6072274159.000 ;528097947.000,6072272892.000 
Stadt Flensburg;00066;Ballastkai;;528100835.000,6072302845.000 ;528094358.000,6072301489.000 
Stadt Flensburg;00066;Ballastkai;;528098850.000,6072325592.000 ;528092106.000,6072324579.000 
Stadt Flensburg;00066;Ballastkai;;528097776.000,6072370312.000 ;528091731.000,6072369418.000 
Stadt Flensburg;00066;Ballastkai;;528098291.000,6072342300.000 ;528092172.000,6072341431.000 
Stadt Flensburg;00066;Ballastkai;;528110771.000,6072376803.000 ;528113113.000,6072377115.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528168025.000,6072291910.000 ;528168914.000,6072291302.000 
Stadt Flensburg;00434;Neuer Weg;;530931838.000,6071988113.000 ;530930378.000,6071990131.000 
Stadt Flensburg;00434;Neuer Weg;;530963376.000,6071981745.000 ;530961665.000,6071983328.000 
Stadt Flensburg;00434;Neuer Weg;;530990190.000,6071976352.000 ;530988708.000,6071977890.000 
Stadt Flensburg;00434;Neuer Weg;;531014363.000,6071971508.000 ;531012358.000,6071972832.000 
Stadt Flensburg;00646;Venusbogen;;531032952.000,6071956060.000 ;531034014.000,6071955595.000 
Stadt Flensburg;00646;Venusbogen;;531028154.000,6071925221.000 ;531029301.000,6071924546.000 
Stadt Flensburg;00646;Venusbogen;;531023564.000,6071900202.000 ;531024799.000,6071900637.000 
Stadt Flensburg;00646;Venusbogen;;531019049.000,6071868885.000 ;531020179.000,6071869468.000 
Stadt Flensburg;00646;Venusbogen;;530998169.000,6071848517.000 ;530999441.000,6071848069.000 
Stadt Flensburg;00646;Venusbogen;53;530933674.000,6071849465.000 ;530928457.000,6071847182.000 
Stadt Flensburg;00646;Venusbogen;55;530967477.000,6071849452.000 ;530964888.000,6071850636.000 
Stadt Flensburg;00646;Venusbogen;49;530931733.000,6071912893.000 ;530928418.000,6071914571.000 
Stadt Flensburg;00646;Venusbogen;43;530963651.000,6071912846.000 ;530959409.000,6071910726.000 
Stadt Flensburg;00646;Venusbogen;65a;530997846.000,6071912840.000 ;530998595.000,6071914066.000 
Stadt Flensburg;00645;Vogelsanger Weg;15;531139265.000,6071809506.000 ;531133347.000,6071810666.000 
Stadt Flensburg;00645;Vogelsanger Weg;25;531104415.000,6071809362.000 ;531096965.000,6071810326.000 
Stadt Flensburg;00645;Vogelsanger Weg;35;531070365.000,6071809132.000 ;531074100.000,6071811153.000 
Stadt Flensburg;00586;Siriusbogen;33b;531065355.000,6071780214.000 ;531066595.000,6071779103.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531045914.000,6071807197.000 ;531045714.000,6071804405.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531011240.000,6071803207.000 ;531010561.000,6071804658.000 
Stadt Flensburg;00645;Vogelsanger Weg;;530978548.000,6071798167.000 ;530978472.000,6071799669.000 
Stadt Flensburg;00645;Vogelsanger Weg;;530958365.000,6071794657.000 ;530957374.000,6071795993.000 
Stadt Flensburg;00646;Venusbogen;48;531010133.000,6071825242.000 ;531012162.000,6071824089.000 
Stadt Flensburg;00646;Venusbogen;66;531046181.000,6071965110.000 ;531039441.000,6071962810.000 
Stadt Flensburg;00434;Neuer Weg;70;531077305.000,6071958864.000 ;531072211.000,6071956702.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531086440.000,6071950597.000 ;531079846.000,6071947696.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531086167.000,6071923224.000 ;531079604.000,6071921518.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531086242.000,6071909985.000 ;531080017.000,6071907924.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531086656.000,6071884279.000 ;531080081.000,6071882425.000 
Stadt Flensburg;00645;Vogelsanger Weg;;531087002.000,6071861346.000 ;531088106.000,6071860775.000 
Stadt Flensburg;00324;Kiefernweg;19;530926845.000,6073498568.000 ;530926455.000,6073497614.000 
Stadt Flensburg;00324;Kiefernweg;15a;530923858.000,6073459686.000 ;530923689.000,6073461017.000 
Stadt Flensburg;00324;Kiefernweg;13;530920709.000,6073423650.000 ;530920404.000,6073424908.000 
Stadt Flensburg;00139;Eibenweg;1;530936129.000,6073286901.000 ;530937028.000,6073285914.000 
Stadt Flensburg;00139;Eibenweg;7;530976979.000,6073283294.000 ;530971317.000,6073282818.000 
Stadt Flensburg;00139;Eibenweg;11;531022672.000,6073279878.000 ;531023953.000,6073278676.000 
Stadt Flensburg;00139;Eibenweg;23;531060702.000,6073270670.000 ;531056272.000,6073272183.000 
Stadt Flensburg;00685;Zypressenweg;;531130421.000,6073366653.000 ;531123970.000,6073366335.000 
Stadt Flensburg;00685;Zypressenweg;13;531091837.000,6073369921.000 ;531083167.000,6073369026.000 
Stadt Flensburg;00685;Zypressenweg;11;531063285.000,6073372228.000 ;531064081.000,6073371245.000 
Stadt Flensburg;00685;Zypressenweg;7;531031036.000,6073374552.000 ;531024932.000,6073374121.000 
Stadt Flensburg;00685;Zypressenweg;3;531002575.000,6073376753.000 ;531003255.000,6073375168.000 
Stadt Flensburg;00685;Zypressenweg;3;530973145.000,6073379115.000 ;530973867.000,6073378309.000 
Stadt Flensburg;00685;Zypressenweg;;530941418.000,6073381682.000 ;530942202.000,6073380908.000 
Stadt Flensburg;00467;Oleanderhof;;531010806.000,6073392481.000 ;531004703.000,6073389842.000 
Stadt Flensburg;00467;Oleanderhof;;531021533.000,6073504437.000 ;531022471.000,6073502653.000 
Stadt Flensburg;00467;Oleanderhof;7;531016109.000,6073429521.000 ;531008140.000,6073429449.000 
Stadt Flensburg;00467;Oleanderhof;9;531018069.000,6073464302.000 ;531009228.000,6073466075.000 
Stadt Flensburg;00460;Osterallee;;531217264.000,6073267632.000 ;531221203.000,6073266846.000 
Stadt Flensburg;00460;Osterallee;;531241290.000,6073293823.000 ;531244211.000,6073291501.000 
Stadt Flensburg;00460;Osterallee;;531276292.000,6073330913.000 ;531278553.000,6073328967.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528185020.000,6072268825.000 ;528178116.000,6072268352.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528187800.000,6072306578.000 ;528183358.000,6072308839.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528172738.000,6072334009.000 ;528172161.000,6072331435.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528191362.000,6072340695.000 ;528184934.000,6072343875.000 
Stadt Flensburg;00325;Kielseng;;528183089.000,6072379263.000 ;528174750.000,6072378818.000 
Stadt Flensburg;00325;Kielseng;;528202890.000,6072392042.000 ;528196286.000,6072391523.000 
Stadt Flensburg;00325;Kielseng;;528197434.000,6072416010.000 ;528189351.000,6072415606.000 
Stadt Flensburg;00325;Kielseng;;528218821.000,6072427485.000 ;528212591.000,6072426984.000 
Stadt Flensburg;00325;Kielseng;;528216929.000,6072453176.000 ;528209503.000,6072452758.000 
Stadt Flensburg;00325;Kielseng;;528239748.000,6072462440.000 ;528233381.000,6072461961.000 
Stadt Flensburg;00325;Kielseng;;528242319.000,6072489224.000 ;528234714.000,6072489041.000 
Stadt Flensburg;00325;Kielseng;;528265142.000,6072493249.000 ;528258766.000,6072492660.000 
Stadt Flensburg;00239;Harnis;;528217858.000,6072352274.000 ;528219850.000,6072349904.000 
Stadt Flensburg;00239;Harnis;;528237393.000,6072369469.000 ;528233856.000,6072371250.000 
Stadt Flensburg;00239;Harnis;;528259297.000,6072390415.000 ;528253322.000,6072391256.000 
Stadt Flensburg;00239;Harnis;;528282202.000,6072411259.000 ;528278233.000,6072412325.000 
Stadt Flensburg;00239;Harnis;;528306425.000,6072433641.000 ;528307449.000,6072434220.000 
Stadt Flensburg;00239;Harnis;;528330632.000,6072455955.000 ;528324421.000,6072455032.000 
Stadt Flensburg;00239;Harnis;;528352652.000,6072480490.000 ;528348110.000,6072475347.000 
Stadt Flensburg;00239;Harnis;;528369355.000,6072501035.000 ;528365211.000,6072502456.000 
Stadt Flensburg;00325;Kielseng;;528384340.000,6072635988.000 ;528385362.000,6072634455.000 
Stadt Flensburg;00325;Kielseng;;528353496.000,6072604532.000 ;528351607.000,6072599645.000 
Stadt Flensburg;00325;Kielseng;;528355632.000,6072607840.000 ;528358369.000,6072607870.000 
Stadt Flensburg;00325;Kielseng;;528423325.000,6072591449.000 ;528425104.000,6072591390.000 
Stadt Flensburg;00325;Kielseng;;528411227.000,6072560760.000 ;528411726.000,6072561316.000 
Stadt Flensburg;00325;Kielseng;;528392445.000,6072531263.000 ;528388446.000,6072533456.000 
Stadt Flensburg;00325;Kielseng;;528403599.000,6072656157.000 ;528404830.000,6072655704.000 
Stadt Flensburg;00325;Kielseng;;528422736.000,6072687811.000 ;528422631.000,6072685488.000 
Stadt Flensburg;00325;Kielseng;;528435604.000,6072661828.000 ;528431521.000,6072663147.000 
Stadt Flensburg;00325;Kielseng;;528449440.000,6072696858.000 ;528445454.000,6072697988.000 
Stadt Flensburg;00325;Kielseng;;528465816.000,6072734480.000 ;528460094.000,6072732412.000 
Stadt Flensburg;00325;Kielseng;;528441069.000,6072722876.000 ;528442148.000,6072722151.000 
Stadt Flensburg;00241;Harniskai;;528147665.000,6072759926.000 ;528140636.000,6072756887.000 
Stadt Flensburg;00241;Harniskai;;528099587.000,6072596933.000 ;528093294.000,6072597881.000 
Stadt Flensburg;00241;Harniskai;;528088721.000,6072604621.000 ;528089963.000,6072603008.000 
Stadt Flensburg;00241;Harniskai;;528087487.000,6072621079.000 ;528088499.000,6072620337.000 
Stadt Flensburg;00241;Harniskai;;528088639.000,6072642128.000 ;528089629.000,6072641648.000 
Stadt Flensburg;00241;Harniskai;;528099352.000,6072701820.000 ;528100147.000,6072699920.000 
Stadt Flensburg;00241;Harniskai;;528094718.000,6072687248.000 ;528094647.000,6072684662.000 
Stadt Flensburg;00241;Harniskai;;528089412.000,6072657393.000 ;528090493.000,6072656867.000 
Stadt Flensburg;00581;Strandweg;;527970889.000,6073217163.000 ;527972420.000,6073214018.000 
Stadt Flensburg;00581;Strandweg;;527928586.000,6073189967.000 ;527929218.000,6073192449.000 
Stadt Flensburg;00581;Strandweg;;527946588.000,6073120191.000 ;527938551.000,6073117109.000 
Stadt Flensburg;00581;Strandweg;;527945971.000,6073188630.000 ;527939215.000,6073189532.000 
Stadt Flensburg;00581;Strandweg;;527939953.000,6073170487.000 ;527938084.000,6073171705.000 
